date,daily_sales
2011-04-11,19731.70000000003
2011-04-12,23680.090000000106
2011-04-13,22985.13000000003
2011-04-14,31325.310000000107
2011-04-15,24158.931000000004
2011-04-17,11648.539999999999
2011-04-18,51895.48999999969
2011-04-19,19961.530000000173
2011-04-20,27532.670000000027
2011-04-21,28127.400000000052
2011-04-26,28650.410000000164
2011-04-27,23762.90000000005
2011-04-28,20238.49000000005
2011-05-01,5879.329999999994
2011-05-03,23760.620000000148
2011-05-04,24807.060000000092
2011-05-05,25274.140000000236
2011-05-06,30708.870000000265
2011-05-08,16912.44000000002
2011-05-09,25082.500000000193
2011-05-10,41119.67999999998
2011-05-11,28769.230000000178
2011-05-12,28397.76000000008
2011-05-13,25398.440000000053
2011-05-15,9169.100000000002
2011-05-16,33916.260000000046
2011-05-17,38849.81999999987
2011-05-18,31124.750000000106
2011-05-19,29421.749999999996
2011-05-20,23984.10000000007
2011-05-22,21616.570000000043
2011-05-23,26505.610000000055
2011-05-24,36402.37000000011
2011-05-25,20164.960000000097
2011-05-26,22160.430000000004
2011-05-27,25976.61000000006
2011-05-29,6811.569999999986
2011-05-31,18559.340000000037
2011-06-01,13801.779999999864
2011-06-02,29795.490000000125
2011-06-03,14845.179999999991
2011-06-05,19511.230000000036
2011-06-06,14907.240000000022
2011-06-07,36117.85000000005
2011-06-08,34665.08000000007
2011-06-09,39893.01
2011-06-10,54455.74999999991
2011-06-12,11573.679999999982
2011-06-13,16234.849999999979
2011-06-14,40042.56000000002
2011-06-15,18119.479999999934
2011-06-16,30623.550000000083
2011-06-17,16038.409999999993
2011-06-19,15765.389999999998
2011-06-20,24412.01000000009
2011-06-21,20924.240000000053
2011-06-22,16520.500000000004
2011-06-23,22600.50000000011
2011-06-24,15898.029999999964
2011-06-26,6276.009999999983
2011-06-27,15211.179999999998
2011-06-28,21197.340000000026
2011-06-29,17490.86999999992
2011-06-30,40652.32000000006
2011-07-01,10627.229999999996
2011-07-03,6032.389999999991
2011-07-04,36010.430000000124
2011-07-05,37483.11000000014
2011-07-06,21084.24000000011
2011-07-07,29858.800000000127
2011-07-08,22226.930000000073
2011-07-10,5993.869999999983
2011-07-11,19767.050000000105
2011-07-12,23125.89000000008
2011-07-13,16456.98999999994
2011-07-14,25685.670000000107
2011-07-15,12122.949999999937
2011-07-17,16463.27000000005
2011-07-18,30619.800000000232
2011-07-19,32755.120000000035
2011-07-20,30676.57000000016
2011-07-21,28327.23999999999
2011-07-22,18110.07
2011-07-24,25392.070000000047
2011-07-25,22083.630000000114
2011-07-26,20056.861000000026
2011-07-27,19049.84000000001
2011-07-28,48040.19000000012
2011-07-29,17197.899999999954
2011-07-31,13668.020000000004
2011-08-01,19397.240000000013
2011-08-02,19668.000000000036
2011-08-03,26280.94000000015
2011-08-04,56837.07000000019
2011-08-05,16895.139999999978
2011-08-07,7471.509999999993
2011-08-08,20492.08
2011-08-09,14970.759999999951
2011-08-10,24960.29000000013
2011-08-11,45853.07000000006
2011-08-12,15255.679999999917
2011-08-14,5671.9199999999955
2011-08-15,13110.459999999994
2011-08-16,18720.77000000002
2011-08-17,48587.35000000006
2011-08-18,26406.040000000063
2011-08-19,12872.029999999997
2011-08-21,11769.110000000011
2011-08-22,26637.56000000004
2011-08-23,17783.159999999985
2011-08-24,45062.68000000003
2011-08-25,19260.640000000018
2011-08-26,14783.509999999987
2011-08-28,9558.539999999977
2011-08-30,28794.160000000003
2011-08-31,16262.58999999996
2011-09-01,29013.32
2011-09-02,37256.170000000006
2011-09-04,13208.01999999998
2011-09-05,25715.980000000025
2011-09-06,22898.280000000046
2011-09-07,25702.35000000014
2011-09-08,19754.490000000056
2011-09-09,23468.820000000032
2011-09-11,33695.40000000018
2011-09-12,29510.000000000102
2011-09-13,41189.359999999964
2011-09-14,21106.350000000137
2011-09-15,72882.34000000005
2011-09-16,25353.330000000053
2011-09-18,15745.73000000003
2011-09-19,19142.349999999984
2011-09-20,105559.23999999993
2011-09-21,38457.040000000066
2011-09-22,48005.520000000055
2011-09-23,31582.06000000022
2011-09-25,28749.491000000085
2011-09-26,26174.12000000012
2011-09-27,33577.94000000004
2011-09-28,36184.810000000136
2011-09-29,42775.18000000009
2011-09-30,34777.660000000025
2011-10-02,11634.530000000013
2011-10-03,65079.65999999996
2011-10-04,46454.33999999992
2011-10-05,48295.95999999991
2011-10-06,54762.41999999984
2011-10-07,46668.219999999885
2011-10-09,12524.400000000005
2011-10-10,40609.22000000013
2011-10-11,42401.70999999998
2011-10-12,24405.460000000177
2011-10-13,26256.650000000132
2011-10-14,26116.450000000084
2011-10-16,22010.96000000007
2011-10-17,34682.84000000018
2011-10-18,37797.67000000006
2011-10-19,27153.83000000012
2011-10-20,29165.870000000137
2011-10-21,55413.79000000006
2011-10-23,12339.160000000013
2011-10-24,44873.33999999977
2011-10-25,37588.499999999985
2011-10-26,32429.98000000012
2011-10-27,34529.21000000015
2011-10-28,28202.310000000096
2011-10-30,30582.120000000094
2011-10-31,48650.77000000011
2011-11-01,25133.290000000135
2011-11-02,38154.97999999989
2011-11-03,59537.39999999992
2011-11-04,57418.22999999984
2011-11-06,33160.730000000214
2011-11-07,81643.91000000005
2011-11-08,52541.70999999984
2011-11-09,63249.71999999962
2011-11-10,54995.33000000021
2011-11-11,45042.63000000016
2011-11-13,27694.380000000157
2011-11-14,106560.59999999992
2011-11-15,50139.44999999992
2011-11-16,52341.540000000234
2011-11-17,40995.8100000002
2011-11-18,42809.850000000035
2011-11-20,30328.270000000048
2011-11-21,44649.41999999991
2011-11-22,56984.62999999997
2011-11-23,61071.64
2011-11-24,40891.04000000007
2011-11-25,43915.450000000026
2011-11-27,19781.170000000082
2011-11-28,50472.84000000009
2011-11-29,61445.59999999974
2011-11-30,47243.210000000065
2011-12-01,47598.229999999734
2011-12-02,52495.53999999985
2011-12-04,21636.13000000011
2011-12-05,77525.73000000024
2011-12-06,51896.90000000011
2011-12-07,53461.96000000002
2011-12-08,74627.85999999981
2011-12-09,193486.76000000024
